"sys_loadingid","sys_cdc","sys_checksum","lieferadrid","kundeid","strasse","hausnummer","adresszusatz","plz","ort","land"
1,I,0xd00a37d157d4aad7295ffda57d2b906c5bcd074dbbd262468c3b949285bb5118,704,"211",Klotzbahn,"83",,"73240",Wendlingen am Neckar,
1,I,0xc548504fdaf8dc0ecbec9458faf5f7c867d3ef4423573063ebb6bf40d380ff18,78,"57",Unter der Burg,"47",,"82490",Farchant,
1,I,0x0b98d800d0182f382f91c9f16da15c2759d075d7a2a3c905447dc0bffc960d4c,278,"75",An der Eiche,"19",,"53940",Hellenthal,
1,I,0x0b5d35c8a124e09f6f7d675734de48b64ee9cfee935ad271568c61494865ae2a,603,"183",Krähenweg,"64",,"56276",Stebach,
1,I,0x6120e7b8e4d76aeebc0a641a863929dae70b20d2be0c4e094d82b0d0f1d367e0,637,"210",Bildstöckleweg,"145",,"42929",Wermelskirchen,
1,I,0x7ef1da841bb453ca5c95ae4140fa4e54cb34fad5fe2f0dc7af7af13cdbbccf9e,289,"36",Schladeweg,"29",,"74864",Fahrenbach,
1,I,0x84f2115a9a9142db661392e251783f2a6559ea2edecfd943e470be970e51624a,133,"210",Im Teich,"9",,"35764",Sinn,
1,I,0x9f2c03349b376451ce2d5d986692962199da6b27ce64f18bb8bacba9106ad185,279,"202",Kreuzkirchstraße,"85",,"55288",Udenheim,
1,I,0x4a3e09e4c2ca4ce6e6f6b72e8251794316160b9bbb3d888a3da8b533ff7cea37,100,"278",Hahnenbergstraße,"111",,"24806",Lohe-Föhrden,
1,I,0xcb0559279a12df41bc110bb12df7dbe86a3c358e4a0cfacad27525b8a540e7e1,443,"181",Azaleenstraße,"134",,"54675",Ammeldingen an der Our,
1,I,0x14e0c80b89d2d0ce6f4b8e0bf4ed7e819ef46a6ce638a6f3663d556e0ad83a83,758,"287",Twistedener Straße,"194 a",,"49757",Vrees,
1,I,0x64cb7bde92c4d507a7f573d4e503827d5edfe5cba22d04b65546d90eac3b8b63,755,"20",Hallenstraße,"145",,"24881",Nübel,
1,I,0xa5d1beee603400dcebe38bfbac4b2b8f787759c8328bdcf85f69781d261c0d47,638,"5",Patterner Ring,"129",,"48366",Laer,
1,I,0xe8030b8645368bfccb0057f0cd6d8b8235cee22c5b0dd924b6998104339565b6,492,"83",Rothstraße,"143",,"67127",Rödersheim-Gronau,
1,I,0x8d63fab40dd814f5376f956ac37f1ef2883c0dfc70bf692f5a196f861e2cc0fa,416,"283",Weitersburger Weg,"15",,"84513",Töging am Inn,
1,I,0x04d10f4b8d6857c8aaa96285157a2f08268f343ac38e8d3ae4672757bec22167,692,"218",Bruchhausener Straße,"7",,"86510",Ried,
1,I,0x805a8021db1923bff8e56bb2c2dde8348c69acdf9730df690825caf6f0fffd01,232,"164",Im Thomasfeld,"186",,"72458",Ebingen,
1,I,0x2a63d188af3721eb894b8437436fc2b043c6acdec583a6df190c4cc038f11691,427,"174",Schwanenweg,"78",,"44141",Dortmund,
1,I,0x0aba1661798376ad7931adb3f80459965e8ae2674ff523bbbca314c6204b66e1,739,"230",Flandersbacher Straße,"136",,"14195",Dahlem,
1,I,0x9b50bb3ab0b00c3e494a1f355356506848fe1dd07db69a5a7f52d6eda95bc375,158,"105",Schwerter Straße,"195",,"56291",Maisborn,
1,I,0x69085612275dcbec60f5b8a4090d685d8ce5756fa32834d2e97973b9e90f1a77,172,"285",Heppinger Straße,"187",,"29416",Benkendorf,
1,I,0xee87f9e23542425b0ae3d68fe478689de06fb63a1f6c3eb6ca616a9ff5511675,113,"93",Janningsweg,"96",,"56587",Oberraden,
1,I,0xf1eee3052ecd35fc21b419028facb75e62ceca90af09c150bd730325ab32691f,377,"141",Kermeterstraße,"115",,"65326",Aarbergen,
1,I,0x6080ac7c8c027d290967cb9aa2b49183333f9085f574b0a62382d9e0f276c3ce,999999,"999",Floßweg,"28",,"25792",Strübbel,
1,I,0xdd4e606020bf27da0c6763e9e1b74498e737677c390c65cd76a5063df229d395,184,"178",Schumacherstraße,"105 c",,"39638",Seethen,
1,I,0xa2bd977abd3a207b866c2e49980a85fa90544f57da22ef8b8ee17cece90f3b5a,24,"79",Hein-Saß-Weg,"45",,"52249",Eschweiler,
1,I,0xfeb68c634de485764132bc173f2a667a268c3bb5c62ecdee2c076dfc4093dbba,403,"9",Wöste,"6",,"54673",Herbstmühle,
1,I,0xe86822f84344886eabc99e2c4a242641d880426d65d1fcf1a36e61c77da99c82,170,"53",Bornwiesenstraße,"43",,"88138",Sigmarszell,
1,I,0x02ece5e80c2cf4e840d03c0a67218430a5c26963e4682f74559bd7d2cb363774,494,"3",Hainbuchenstraße,"150",,"65201",Wiesbaden,
1,I,0x1f1698b73d7fd47ce9a5d202c8bb5510c020afcf5fcac99ecfc9f9b1957c1e31,55,"146",Bornheg,"46",,"20539",Hamburg,
1,I,0x5b7952009f81164c9942bc089976e777f9a9195b2da7f4ad40b88f0baf28e40e,374,"262",Am Weidenbusch,"144",,"56825",Gevenich,
1,I,0xa17f1a0e12b328ccce41b55937fb87fa09c2150dc587b624b6c2c8eaec66cd25,68,"163",Landoisstraße,"111",,"89423",Gundelfingen an der Donau,
1,I,0xd61e77fb0756eff9e35a664c23d2682c7fd35e749bca5756a0adde703cd72e9d,652,"7",Lindenplatz,"113",,"52382",Niederzier,
1,I,0x0ac4e6d7d0ec87d98f201b1c8e3d98e93f85982f413d5c23e77049c816c298dd,535,"208",Irisweg,"163",,"65599",Dornburg,
1,I,0x04eff1e90447f0f385786d97be84dc2e0f07aae94b5720812d18a8a748f7bb6e,244,"169",Am Schlagbaum,"139",,"49681",Garrel,
1,I,0x281abf1977df3888a1d1123faf230ee1c87117b4553cc8d059bd51578008ec57,565,"41",Riedstraße,"29",,"26670",Uplengen,
1,I,0xaa370e4363195c78de2777203d33872ecf63893aa6df7a26ba0b7ee60b69b288,728,"106",Auf Braunshell,"8",,"54340",Ensch,
1,I,0xb4696d9de4ac180d0421c9c2c755884968b085122031b9f752a453b946dd86bc,456,"46",Klosterhöhe,"13",,"56220",Kettig,
1,I,0x8a34eb9768622f4425e83188cc3fcec02c306a5b3ee122b1fe29c4491d15cfc1,128,"90",Brüsseler Straße,"79",,"56729",Ditscheid,
1,I,0x1dccce046abeb4679a111fc22bc1d7f333ff2a43640e1f53f497fa58279fc8b7,38,"285",Steinbörnchenweg,"67",,"75045",Walzbachtal,
1,I,0x921c8368a79f9fb94745368ebbfef1d3b213717efe02daf259bdd7317fe60bd3,300,"171",Pfalzstraße,"119",,"13503",Heiligensee,
1,I,0xb629748a32ba8f182a126799dfc3f901ae65c5ceff1391d0af344d8ce3353216,353,"277",Im Falker,"97",,"26683",Saterland,
1,I,0xd8ebbe13d02016e493114fc1816ec9485e1bd06af74d119359b2f24d33f87703,722,"122",Eschstraße,"38",,"3238",Münchhausen,
1,I,0xcd2f58e157ebb2090cfcc282bff245c65a24b2925c4687cb072c32941e6cfa56,256,"141",Fuhrweg,"112",,"49828",Georgsdorf,
1,I,0xf78a2960c0e8e6cee21e1f432c2345b1c811d80f5b3c07ae40ec0f128858982c,216,"188",Hoffeldstraße,"77",,"25881",Westerhever,
1,I,0xd231148e6bff53073de401a879cd2011a003af1bdbdfa1971bc811cffeb9cb32,646,"140",Laurentiusstraße,"186",,"76332",Bad Herrenalb,
2,D,0x,792,,,,,,,
2,D,0x,749,,,,,,,
1,I,0x380b5781bbeb4e3837ebadb19fd921f5a1862abf5b89983e28c09fc25e537259,202,"214",An der Floßwiese,"195",,"59939",Olsberg,
1,I,0xf1eb8712549fe9c1786451685d7490576917b55ed7cdb3f410f92947a94187b7,266,"80",Baumberg,"127",,"56865",Hesweiler,
1,I,0x467b81cb4df8e7206d2d48cedaf9c436d793815c7a5be33ade7908c4974b3512,725,"146",Kastellstraße,"25",,"37581",Bad Gandersheim,
1,I,0x290df78ed0043dfab2c5f7b060a9dbb9920db759280243aa8a26dc5d809a0dbf,195,"213",Ludwig-Thoma-Straße,"75",,"57439",Attendorn,
1,I,0x270b33e734dcc6456559bd161ab263f1b8759b9e5daea24b96febc40b5afbf46,129,"166",Im Esch,"140",,"73467",Kirchheim am Ries,
1,I,0xaf1e53f24714481cee5e7b73b180ffcec20e8a05109668d880fb732e91a6e9a4,744,"56",Hanfgarten,"18 b",,"54497",Morbach,
1,I,0x360b4b8ad6a3afff835c213d1e494d1aa3077cd51b52f2bdf8ed61af887dfe75,8,"105",Watzmannstraße,"67 b",,"73092",Heiningen,
1,I,0xa894902a3899cf43ddc7e22066cc3682d8d37ccd9ddd222c06e9c56d7e052e81,483,"32",Streckenpfad,"118",,"36037",Fulda,
1,I,0x23a74400e829577c09d154d953d4bac7be0f39c6e936b3ddd85b3aed8eb746d0,707,"102",Laerer Straße,"83a",,"84577",Tüßling,
1,I,0x8db6375777b93146c8a91352c12243f7334d752974a5031144c8fcfb096886be,305,"199",Karl-Haarmann-Straße,"94",,"80796",München,
1,I,0x6e757e539023a9eead48af783824a0385a842508ed88a65324c8cc4d46127958,80,"97",Sonsbecker Straße,"116",,"50939",Köln,
1,I,0xd5a0e746316277a175e2ef1e207134d3d0373d4ebd045af22a77529f225d4ab5,551,"4",Hirschbergstraße,"194",,"72669",Unterensingen,
1,I,0xf2025c92c50c60ad7b959669a4eb1fb04aa57251428cf040bdeab56c1a13c2cf,318,"87",Jan-von-Werth-Straße,"145",,"25992",List,
1,I,0x4e28228fdbbd80727139e7e8e71155f10ae110d2699ec80d67a3480c9914c527,683,"92",Haagweg,"89",,"48145",Münster,
1,I,0xdf6c72b445f2b22de8e622779b682b51f9878865beca9d148ad0bc3035b6fe4b,312,"262",Braunschweig,"37",,"72649",Wolfschlugen,
1,I,0x727ff785faeb4d8c7cbb251b673afec345e40476174261e22db903231c48dd5c,179,"145",Buldernweg,"122c",,"53343",Wachtberg,
1,I,0x4a81894951703d1fee626739f472922389fe6156fbc531a2832f59821cd9a23f,542,"297",Hüllstraße,"169",,"38114",Braunschweig,
1,I,0xd987c41d235ca8874ef253065f2eb96b8393a7b617bf063cc3e39333ff1a0e13,470,"200",Domhofstraße,"31",,"53619",Rheinbreitbach,
1,I,0x2ef36f02ce7f9e68ac345e4b1b15445751a1004f4f53d24acef3d57df9c3f696,685,"77",Burscheder Weg,"27",,"50931",Köln,
1,I,0xd53fe120b8566f112bffcc425c513457f6cfce1b6c43daac76c6e4ed1d1f7976,571,"177",Unter den Zäunen,"36",,"55411",Bingen am Rhein,
1,I,0x0ff0a5bb24fc5fe0c997395d3d5f76ad31889bd2da13123c9bc67c5defa961cd,693,"78",Simon-Meister-Straße,"24",,"25712",Brickeln,
1,I,0x865fd669b1df6a3dc7eb036df737ea76f7037fda8d41d2bb1fcaa683b254bfe6,110,"159",Dörrhoff,"86",,"64295",Darmstadt,
1,I,0x4b13c70d51f05485fbcd8f2f98d534ce1f4a87e3d2fb4a08478a264ee3f1f2d1,370,"137",Kiesenbacher Straße,"161",,"35614",Aßlar,
1,I,0xafb71b12434b2f13126f10eccd3db625e5ec26e3c7253f9c3a8ee125d33bad85,175,"83",Am Stömpgen,"70",,"39112",Magdeburg,
1,I,0x604f46d36a5671c723d631d5f22375c754685ba88f9432027bf7b732042fb234,622,"86",Odenkirchener Straße,"146",,"75045",Walzbachtal,
1,I,0xebe0e53ad271ca61cd99422c15abb2bbb91f0a46de4955faa3799b1a14a9d8f2,99,"254",Kapellenweg,"52",,"54472",Longkamp,
1,I,0xa50c539be9205c0706ebaf73d9b1a815d07394f5a484dd7336bea669a0a7c7a3,48,"45",Bodelschwinghstraße,"186",,"74597",Appensee,
1,I,0x2a9f0cea85314c477f204ff3cb9ae966c26af1346bf09989dde5ca47cb349e4b,732,"168",Rudolf-Breitscheid-Straße,"122",,"49326",Melle,
1,I,0x29c6bf7574572439b34506b8fdcfc2140e1e1db605d2a43ae5d0cd5a7d558665,28,"54",Neue Schulstraße,"115",,"97496",Burgpreppach,
1,I,0x8a7d08c1eeeb1e49aa1c0031131b6d17f2a57d3dab8652b637cd90dc8b1192e7,699,"221",Fuhrberger Straße,"109",,"85777",Fahrenzhausen,
1,I,0x6a9e9c32b4da88de2787896b9c44291cc42293bc8b7378c3fb1effb9c221ceb7,313,"29",Gleiwitzer Straße,"139",,"83626",Valley,
1,I,0xe8f4f74872438991acf4635f72bbf18eabb78f9cadb1f5a7b4e7a2affe5e5a23,262,"288",Am Streite,"41",,"29690",Gilten,
1,I,0xe807cf66b6becb6be6c8668a98d3c44b73c2b615e2a52504ebf1cc7eb1935c7e,94,"135",Mertener Straße,"114",,"55545",Bad Kreuznach,
1,I,0x16e7362104315cbd2852f694d80a2ba89b6e3715354d52dd007d683398881312,362,"205",Klarastraße,"173",,"53902",Bad Münstereifel,
1,I,0x9c9958a590204156a3e163ebf9192f4f3a1d5290f1fb70318ed52702435d5300,204,"100",Am Rain,"53",,"54518",Niersbach,
1,I,0x1a0f4e8163678897726617411bf332581f0ca85139a2920a56a426fb5961f165,162,"4",Steinackerstraße,"91",,"66484",Kleinsteinhausen,
1,I,0x2c4966a4498d149c441c7ca36285d5e214bb93e722bc4a9fe8204556a88687c5,30,"295",Am Kolk,"115",,"21720",Guderhandviertel,
1,I,0x9df2c94884b80adfa7fd7fc8c3f2e48c0ecd331c970f99416f5e7eef07860aa1,356,"184",Köhlerstraße,"23",,"25899",Niebüll,
1,I,0xf80eaad645f40a8be21d201944c2aa2596b0449b5441a729dc2506871b8a2b80,299,"195",Bürmannstraße,"103",,"54518",Minderlittgen,
1,I,0xaae0688051c09b1dba5cad1e9401b6f0c25e06dfd82df9aeb971eedd76f87043,585,"235",Im Reuschewäldchen,"20",,"17337",Blumenhagen,
1,I,0x0e4eb9d5f8ee7e46ab557372e496393724fa96583bfb179607c9778d4ae8ac73,95,"159",Hollerweg,"10",,"24809",Nübbel,
1,I,0x378f0fd89f3d17c969983125ce8e906eece166449c08f24f7513820252db6968,122,"71",Am Kapellenberg,"20",,"38442",Wolfsburg,
1,I,0x878b900af8c5876f32ab4db4f365e4555778749b9e78213d65cd21401f5071d2,514,"14",Küstriner Straße,"132",,"34576",Homberg,
1,I,0x67bdb182f6aabc4220346ae98d2a383bd1ae468ad81ffb02fad80af36880e2ff,62,"267",Steinfelder Straße,"10a",,"23881",Niendorf,
1,I,0xffb88774a164565298f00c6e85652db04b8cb93c29c091ee06a7078b86db53df,762,"130",Eichendorffstraße,"136",,"56379",Hömberg,
1,I,0x0dfae15b70353db624396b419a94ce4b0ca646083c162ec5077078f6eb0cb057,623,"13",Ludwigsburger Straße,"68",,"84048",Mainburg,
1,I,0x8122afc03708c429bfd68f72bff0870c7970d6d3a90e7f9b79cc74d1f1edd3a5,329,"274",Pestalozziring,"17",,"74426",Bühlerzell,
1,I,0xaf7e2ad13cc12b6df2ac58853ab8e34bb6af535e02b39ec1ea393688ee6eafd0,751,"186",Enggasse,"7",,"25588",Mehlbek,
1,I,0x4df5a0aaf2fbc2acdd25f4b8ad21d2fa2220b400d9dbde4a97075308d1b11a68,531,"113",Im Weiher,"31",,"66578",Heiligenwald,
1,I,0x5622da986ed38cdc82f025de1a02867fdb4fc8df1456560235991b98deb7e11d,454,"187",Bauvereinstraße,"117",,"29499",Zernien,
1,I,0x8593f00d619886f5a7aedf386a21645b7f49505e30b3c3289886c356132cacfa,180,"151",Sanddornweg,"47 a",,"44388",Dortmund,
1,I,0xcdf8098bda8c89d8666cc669d09c49d0b09e9f1331df64a087d8b5919dd2df09,390,"259",Sülztalstraße,"149",,"60438",Frankfurt am Main,
1,I,0xf1ef5c41bc4ec182fd263178d9a36e380125d0648f996af59a6fb3984f4a69ec,127,"66",Rilkestraße,"42",,"74867",Neunkirchen,
1,I,0x791c4a6093f6ce871d37e22d65cb20b236c1073585d31dfcb7e8ce2e868e4280,628,"43",Hammersteinstraße,"185",,"67715",Geiselberg,
1,I,0xee6c7ae16a9830e21f65dbd92136d14fc59ba46591274bb844f23e2166125054,439,"191",Haldenweg,"93",,"54675",Geichlingen,
1,I,0x4a8a36320aff55a4aef5dc38063a74dee605360737faf2314adf0a624ac0c736,669,"152",Alter Münsterweg,"98",,"56729",Boos,
1,I,0xb71cba1a29f0e4620ff8d84db09649ce860dd93d60f280be33f6607760ab7b58,675,"68",Westhöhe,"117c",,"72805",Lichtenstein,
1,I,0x47316c4e42be5b4c01dca59dff11957c235175bcc3126a9b53eda6246642c9ff,670,"26",Am Marienheim,"70",,"74389",Cleebronn,
1,I,0xe7ec11ee888a4aa5a98be2b79938579182d1c90fa6d3aaea8ae4697aa50e9924,560,"120",Angstweg,"72",,"87787",Wolfertschwenden,
1,I,0xd78c1a872f4ce07a7ef484ed81a09a4b743fb1e9fadb36195eb484a7cea7aba3,117,"56",Markusstraße,"190",,"78733",Aichhalden,
1,I,0x1a182c84d90179d787449f1733bcb9564621d225cff0d32342ab2b611d84e6be,709,"115",Alte Ziegelei,"113",,"47058",Duisburg,
1,I,0x3ebab7616096d27b2cb30cde4133fdd9b28b005eeab6a192ef68788de7a971a2,438,"145",Obere Gondorf,"132",,"55469",Klosterkumbd,
1,I,0xcdcb38032b8a06967e25e05adf557a928fb9414e93377464e66542d3f8d4abdb,185,"142",Saarlandring,"115",,"34212",Melsungen,
1,I,0xdda77e2dab0c870ed3ab7bed84e3dded0f2b34c7138499c8539c6b0a4e09ef91,708,"286",Brandgasse,"128b",,"50739",Köln,
1,I,0xa5179442619b84b527dccb1034096e4c32d9b4e94027eaccbf6e79131992c1ff,545,"68",Im Hähnchen,"22",,"67727",Lohnsfeld,
1,I,0xff3c61202c0da8383652679d511ecae27dd01a696f86434f6dc3dd665d2f3cc4,697,"109",Unter Scherrlinden,"148",,"61130",Nidderau,
2,D,0x,999998,,,,,,,
1,I,0xf22d526af4953effef2ebb3d57185ad4bb4d95200582e9c4d2ce4add099f80a5,487,"40",Esking,"88",,"54538",Kinderbeuern,
1,I,0x57db1d7498bc0de980bd4c8753585e1679aff6123a4a88201fd9dc37b9fe4877,553,"227",Friefeldstraße,"44",,"56370",Mittelfischbach,
1,I,0xf2837b4272f9b514eef8507b2f1395d4d144cf000b2e40718980c07329b7be78,309,"172",Pohlstraße,"78",,"46242",Bottrop,
1,I,0x2250a1a4d1821b5f1e48408ac27ac6faf46e8af49c4b03b396e01063c63db5dd,795,"178",Bensberger Straße,"111",,"55218",Ingelheim am Rhein,
1,I,0x0faeff196b220425bb6b3f849da5afdd9d86d31a0ce0f8256fe328ea0751e87f,349,"196",Eschelbacher Straße,"4",,"55469",Pleizenhausen,
1,I,0x81f21ddb27739541dcaea3fb05b5616244a047d910353f279d901bd3d410f168,363,"23",Klausenhofstraße,"14",,"12555",Treptow-Köpenick,
1,I,0x7e0bab3b44a553aa0aed1cc1527751552139a4332617bdfa482587195a37cd78,341,"144",Roetgenbachstraße,"44",,"85368",Wang,
1,I,0x273ccb5df20b50ab9229bbb9f077e991838e82c32439e1b350eb460e55000202,632,"126",Wibbeltweg,"46",,"37589",Kalefeld,
1,I,0x1ac72199f261bce828c5fbb81216fe10d0048828d46cb4e694aede3a8fdd0d13,286,"280",Grefrather Straße,"17",,"85122",Hitzhofen,
1,I,0xe2477ccc2a30d12bb64c146d0531859d836846cef0ec03b8e1484cdf5ad2cbdd,409,"226",Thielkeskamp,"191",,"27753",Delmenhorst,
1,I,0xd937066d295e990ee3d3c00426edaa1a143c4b9b103c72150c357d0b74b17979,676,"170",Himpfenstraße,"157",,"85659",Forstern,
1,I,0xa0a3fdc015719dcee1dbb2d790f6334bcbf7f3ad051be0570fe196bba1153456,446,"193",Lerchenfeldstraße,"4",,"33803",Steinhagen,
1,I,0x088f440b3983349cec98bdf04d9d6c6d7c1ee1f55836f1e7daec4dfc0d609443,155,"209",Bennigser Straße,"159",,"54340",Bekond,
1,I,0x9f947cae1f955ec086d6f0aab8edcd59094aaa284490688c7fc8e73a3f6f1803,434,"229",Auf dem Brink,"155",,"56479",Neunkirchen,
1,I,0xaa00a8a7b50515cd6339465a6bd2bce8d31528464913a837e5999fe79f544108,417,"32",Haus-Heyden-Straße,"52",,"54675",Utscheid,
1,I,0x3bf5a640dbab66a0345ca083a045d499952a17e0fbabfdce02512f718bdb1bbc,717,"62",Kreuzgartenweg,"34",,"25560",Kaisborstel,
1,I,0x82c19cee3d73154e497f787bbca6d46499c74aeeebc80e2b5ca574a9bebb1784,710,"59",Grefrather Weg,"93",,"63879",Weibersbrunn,
1,I,0x63fe80646eab2d9c14fb2f7bdb113b51ae820c64760e7c17a1ca2023b0690408,605,"157",Gorch-Fock-Straße,"154b",,"27755",Delmenhorst,
1,I,0xe7585a8199929ab49ed76e86f19004df520174cd56bb4545d3ac1e48ccf81180,587,"176",Küstersweg,"185 a",,"79730",Murg,
1,I,0x4ade185eaa76de4b58c8467e7a652604dbad965ba4e943efd19a040dde27a088,604,"121",Weimarer Straße,"10",,"53520",Insul,
1,I,0x158d304e185f8154f5dfec9ff6b872f843d295c04e63b2773e05e90b9de10b30,799,"275",Wambachstraße,"48",,"79877",Friedenweiler,
1,I,0xc1f355d3777588d893f93f6474ac4d15d68a1f5566ebb4d229c2e38263ada36c,691,"35",Tippelstraße,"104",,"75233",Tiefenbronn,
1,I,0x4ebf969bd3988f7be16906270f4994e6600e602fbd17ca3eb32ae411c834d0a0,389,"132",Kevelaerer Straße,"125c",,"91608",Geslau,
1,I,0x0407ec2239f8b124f1d719b12ea51172d4ac913f9d2f85ee6a64cd53d2b0b933,767,"160",Rehbachstraße,"136",,"70736",Fellbach,
1,I,0x605bad2bb2e118f803a1830aff70b2543067bd5ff5165758d69b738557f568e8,97,"205",Im Freistal,"91",,"55779",Heimbach,
1,I,0x7f3c282213f346182df3d84bcb9d8044997a9fbf40e236f70e93192d6d781545,641,"49",Weihergasse,"198",,"66583",Spiesen-Elversberg,
1,I,0xe8791b7b0dcf09981efde8669882a497b0e1322bf6b43d1ebc6441dce9ef9d9b,702,"257",Fleher Straße,"171",,"59174",Kamen,
1,I,0x85731beac3208d9028723dc140f2d9556de4ebb987bf4eb3f5c35891812fc382,205,"117",Niederberger Straße,"81",,"74865",Neckarzimmern,
1,I,0x13691b23e2ff2130aebb4c58238ab8aeb01c0367d93db965325ee675d3ec37b2,197,"277",Tilsiter Weg,"67",,"27498",Helgoland,
1,I,0x6f129badd64f2f7f4effb0a2cde7d67dd1752730f556d3c3efee5182779376fb,639,"122",Von der Leyenstraße,"178",,"63165",Mühlheim am Main,
1,I,0x00b104b704add044b4fc4d1b2204e9d50089f0462bc504841361a06c75a5e0c3,750,"140",Floßweg,"28",,"25792",Strübbel,
1,I,0x0472e780c972b863aca4fbe707908cb1756cc717a3650e6204b99d39feea1484,447,"18",Holzweiler Straße,"162",,"72574",Bad Urach,
1,I,0x3da15976ad4ccafd68551116ea079d340f6506fe1f3eab12150d45a9154cd186,187,"215",Ludewigstraße,"172c",,"23909",Bäk,
1,I,0x3a023b85e8cf9edd2c53d660e1129d137f3bc60ab7843447fa3961bfe1c0511c,114,"269",Fallerwasen,"176",,"24214",Neuwittenbek,
1,I,0x6f194ebb9db72ebd26a95bf5b3e15e5c4c1ad680589a05272233f92397199781,558,"278",Siedlerweg,"24",,"57537",Selbach,
1,I,0xd52a73d3cc1f3410c6b2c34999378607dbdea5fa8e286a21f5977bd71e5f294d,351,"102",Im Hasenwinkel,"154",,"24321",Helmstorf,
1,I,0x6db64cfdfe67dcf3a2df45de9fddc54d87c06e6a357dbe554b852c53474a9506,156,"66",Forsthausstraße,"160",,"57629",Dreifelden,
1,I,0x1a918fb6f0bfc7ee54ac509a052a419e2c6288aefeac74fc6344f3c3ec527fcd,386,"98",Mühlweg,"127",,"44649",Herne,
1,I,0xd4f81754f7abff2fab0b7aa67ff8ce80a502e9dda3dd208e5c99fb34cafd554b,302,"161",Weitefelder Garten,"148",,"89597",Hausen am Bussen,
1,I,0xceedc16c96607b0d179b40a77d0998f071a810d90ba376e079456c5bb4fc48da,269,"57",Am Rollenbusch,"8",,"86653",Daiting,
1,I,0x8353fce34be53353d5e31ec8e7f84bfa8b8d1ec0fc56c2c0dd9030a7ddb73736,249,"255",Eintrachtstraße,"32",,"54441",Kirf,
1,I,0x5099b99bed04964ed9dbf6d969b50e9f59085776cd497b2ed33cd61af197d815,534,"184",Badener Straße,"74",,"37627",Stadtoldendorf,
1,I,0x09669455a76703aeec3e152526380333cf94739a5de93eb2a03c5d0a253ddfc3,511,"246",Bahnweg,"78",,"24582",Groß Buchwald,
1,I,0x708caa5d160d59f73e10b6642676a4c0b1c866671a3b6b9ed005fcb114dfb75a,194,"216",Breslauer Weg,"47",,"76684",Ã–stringen,
1,I,0x8beab0ebec72e972af0719ec9e014841c780c6fcf2e54f07d39d0d409544dae9,126,"209",Am Marienheim,"173 b",,"26129",Oldenburg,
1,I,0x4b25a5ae4f4de76bf32d3bd06b335c1d4bddced38d5f936725e2638481da4c30,430,"191",Mühlenholzweg,"78",,"44339",Dortmund,
1,I,0x823d4d9fde599eea89d68d71524adda05607c4a96035bc51b2b221f2535a47ae,506,"34",Am Reitplatz,"196",,"54608",Bleialf,
1,I,0x04d9c88a1a7966fdcc091d90edc5efdd52cb24c9f3348069cad41e48cae73b5a,316,"178",Heinrich-Schütz-Straße,"56",,"37520",Osterode am Harz,
1,I,0x2535987041669673b8653e7f83b6a461995039f10ae422ee23317b25a30c7d0c,688,"252",Elberfelder Straße,"13",,"26931",Elsfleth,
1,I,0x0364a8e7956f8fd3eb1bb57535bcbd6247c74d02bb758e1bf0c7ec2a121b1a90,520,"60",Wurmstraße,"16",,"55491",Wahlenau,
1,I,0x57eb7a10157b27aa18fc94300913e4cef7fb4262c579dcabccd9912f17855f8f,336,"52",Hochsteinsiedlung,"89",,"25436",Uetersen,
1,I,0x85e3b85ae6ce4064d4c6a0e8eab8fdabd0ce73dc2dff46e835eba3b710e1632a,132,"84",Karl-Busch-Straße,"147",,"23564",Lübeck,
1,I,0xc3dd26cd232f85e55a9a0b126b2667c84a71c3336dcf11e39f5ba7665d353835,378,"186",Erlenweg,"113",,"83730",Fischbachau,
1,I,0x0a94794712b10fddcc9839d7d7463e925687d5bb7ee9a46592df4f0fcf121f27,721,"5",Heinrich-von-Kleist-Straße,"143",,"64404",Bickenbach,
1,I,0x7024a1cda3b06501bc358fd6b6189bb9894550e237ab56be44989dd51bd1d711,369,"167",Martinistraße,"49",,"86507",Oberottmarshausen,
1,I,0x894610b16eb02404a6eff149c014cbd55c92a6382679f426759971ae6611c85b,742,"7",Urmitzer Weg,"68",,"90579",Langenzenn,
1,I,0x76e30b5e68a0c032b63a4eb131ce631194d54d49c07fd306b1a3d49a5ca5dfa1,724,"173",Südstraße,"56",,"68723",Oftersheim,
1,I,0x7dc72539ddb7686f0fbfb6ce6cfca45d22d543a87e47a927eba924eb8a1a5942,788,"12",Auf m Henchen,"2",,"26629",Großefehn,
1,I,0xfd3cee2744dfeef63f6032141de7c47549ee3b7672f3dbac581dc5834e764c00,457,"166",Naurother Straße,"30",,"66299",Friedrichsthal,
1,I,0xfdfcce7612ed66ca3b2d01f1ea1ac69ad88d69be8bb371e556a498d030db103e,67,"87",Feußweg,"35",,"26384",Wilhelmshaven,
1,I,0xd09d504e0cf8465f552b989ae1d35ad8ef5c97664f01395e81c36a96c4941024,764,"203",Haldener Straße,"107",,"89079",Ulm,
1,I,0x856f624a5921377239dc713281685fce32cb8d85690671510fcfd61097dbeca8,464,"38",Glashütte,"151",,"63450",Hanau,
1,I,0x97e63ce49acc0efc7d218091962387a9e390f7c6ba38291179b7534051f35fa8,352,"135",Im Kalk,"188",,"54689",Olmscheid,
1,I,0x934c7966ce69dddfba3a0e121fb41d2e5c78ebc96a3e39ae6d5c946c5bb3f1b9,395,"273",Krähenbergstraße,"158",,"3205",Werchow,
