"sys_loadingid","sys_cdc","sys_checksum","bestellungid","kundeid","vereinspartnerid","kaufdatum","kreditkarte","gueltigbis","kkfirma","produktid","menge","preis","rabatt"
2,I,0x43e434d1c13317fd2308cbaf3f3226e072d085747857757a168401c3e8f59d0d,RS0001392,,VolleRose,2022-03-13,,,,125,14,6.80,0.00
2,I,0x2399c83b923371e3e516d1bdd13bf99f7aa0b61a2d30a94bb7d38c1993bc2cd6,RS0001714,,VolleRose,2022-03-13,"0000 9372 0501 0100","04/19",VISA,94,41,4.00,9.40
2,I,0xa3de4dc187a639340d8aab8c4049736903d36c54a786632bc8317a822e471bcb,RS0001249,,VolleRose,2022-03-13,,,,46,38,7.80,0.00
2,I,0xc39f19932e905a4c6e4bc914cbb842dfe63915781ba144be485d95f85ae83bcf,RS0001005,,VolleRose,2022-03-13,,,,65,8,4.30,0.00
2,I,0xc9f0d35deb4de3d1bcc3f48618298c87e0f2f228524889f3658778bec310177c,RS0001427,"376",VolleRose,2022-03-13,"0400 0000 0712 1960","09/94",Mastercard,38,14,0.30,0.00
2,I,0x8a93f1704ceb40a2eac6a582c34666e39091b2a5292d7b9c1f34c8da287ea283,RS0001317,,VolleRose,2022-03-13,,,,124,10,2.80,0.00
2,I,0x32784d4e0e811c00a9bdd33751ef0157817f5307568c09a2e8f7a675b40f4e82,RS0000952,,VolleRose,2022-03-13,,,,19,42,1.80,0.00
2,I,0x0b62272c3a4c9f4fc78ae096959e85f69ab20dc0ca0c6f45fd67a67b9eadbcbb,RS0001676,,VolleRose,2022-03-13,"0000 6325 9800 2700","06/88",Mastercard,113,30,4.50,11.30
2,I,0xf6144fa17f9d96e6658f17654254b21ea9495aae4005dae45da54904f345a6e1,RS0001925,"170",VolleRose,2022-03-13,"0000 4966 5500 7000","02/16",VISA,34,45,0.75,3.40
2,I,0x9d26a035c123b4d261afb67aa5db8e6f311b497e66d4660ab9bce85d5665a6ea,RS0001265,,VolleRose,2022-03-13,,,,20,28,7.80,0.00
2,I,0x7d38d6567bedecd06694ca7c1a522ac9050dcdbe0e29e6726bb07f9592fd51e8,RS0001618,"266",VolleRose,2022-03-13,"0000 5921 4636 0300","02/23",Mastercard,32,19,5.00,3.20
2,I,0xa3091e58a8987d014057da54ea40be6e41e9783444439ad00d3adee124ffcb4c,RS0001569,,VolleRose,2022-03-13,"0000 3147 8535 2000","10/20",Mastercard,30,13,4.00,0.25
2,I,0xf27f82c8596a5ef4b837cedb8e42a31f0e217f792daa812fd4ad9c3c1e32b279,RS0001319,,VolleRose,2022-03-13,,,,28,20,1.80,0.00
2,I,0x9fa9db689a050d624d7d9323f70a8a494e6859dfbf9e3bf7444febd15bfc481f,RS0001153,,VolleRose,2022-03-13,,,,26,34,3.80,0.00
2,I,0x90df09690bfc93f15e16c8de13621a8a2b33da9b1d6768fe24d625ef1b9cffc1,RS0001713,"84",VolleRose,2022-03-13,"0000 2657 0928 0000","09/20",Mastercard,26,45,4.00,2.60
2,I,0xf8c7ae9d8725cb75f57c67230dc9ed697e57b539d5a9d4d3667d7e8a1aa61f2f,RS0001859,,VolleRose,2022-03-13,"0000 5282 0700 0000","04/19",VISA,11,30,7.80,0.00
2,I,0xd755fbe6e44f8426abb1778eb34cb43bfd0dfcf9716a0ac341bc81c14f3ed9e3,RS0001261,,VolleRose,2022-03-13,,,,122,12,1.80,0.00
2,I,0x711465812deeb849193d074d0baee102cf17928a1505450a701b01bacff98d88,RS0001434,,VolleRose,2022-03-13,"0000 6279 0500 0000","12/97",American Express,50,10,5.40,0.00
2,I,0xa410ad09d76005409f6888b5a4d460e33e37c41389379ca3d5c945c05886e545,RS0000912,,VolleRose,2022-03-13,,,,57,23,7.80,0.00
2,I,0x33e89b3d15c7991d424acf6e66970afe48ceaf03cd796cefd596b1d79822f182,RS0001546,,VolleRose,2022-03-13,"2624 5500 0966 6220","05/16",VISA,106,46,7.00,10.60
2,I,0xe00b38dde96988c3554617c43008ec451a11ae67773cadaa37fb52f988efca65,RS0001763,,VolleRose,2022-03-13,"0697 1600 0512 0992","03/16",VISA,19,18,2.00,1.90
2,I,0xe6c090b93dcfc67f39f498034d92f764906c4d0934310d54ebead7952049a734,RS0000925,,VolleRose,2022-03-13,,,,4,47,4.80,0.00
2,I,0x3b992ad5cfccfee05e4e34058c4d87f9132ada9147835f3feb79ef62eff55bec,RS0001299,,VolleRose,2022-03-13,,,,54,34,4.80,0.00
2,I,0xa9bdcc2e8042f7764222b641bea67d328d745979385352b5b788aede7aa2092c,RS0001933,"193",VolleRose,2022-03-13,"0000 2676 0695 5900","05/23",VISA,121,19,4.00,12.10
2,I,0x4e2b338dc7d7ee029e16e1c1df9541f61bb988f0223dac16331b61cfc3fc9b52,RS0001149,,VolleRose,2022-03-13,,,,80,21,3.80,0.00
2,I,0x02b624036398ca418992faacec84472d6c88907cb81e3cd8f5764cb3a8678d45,RS0001869,,VolleRose,2022-03-13,"0520 0000 0027 7808","10/17",Mastercard,93,35,2.30,9.30
2,I,0xc5967f22fd046d17b828b31410d30f829e1d330f8c418e6923bacd62a9138fcd,RS0001701,"321",VolleRose,2022-03-13,"3400 7600 0709 7670","04/99",VISA,16,7,3.00,0.59
2,I,0x54ca0e970741d52e9b3f40407b914085fa8aae6ddb92236512dabad3ae794d98,RS0001301,,VolleRose,2022-03-13,,,,70,30,7.80,0.00
2,I,0x3b992ad5cfccfee05e4e34058c4d87f9132ada9147835f3feb79ef62eff55bec,RS0001316,,VolleRose,2022-03-13,,,,5,34,4.80,0.00
2,I,0x63aab83e108c9f040cdf7e69dcc68a9be5264fd3b5e7adfb0bd93988bb99b667,RS0001551,"46",VolleRose,2022-03-13,"0000 5659 1900 0000","10/75",Mastercard,98,1,4.50,9.80
2,I,0xa4db2b3188f63d442c09daa8623a46c24467c379c7cee4ae66acfce744f727db,RS0001237,,VolleRose,2022-03-13,,,,70,12,7.80,0.00
2,I,0xeddf40ed44b65e7737422e8f5bf2822c8be17092709eba58715581635f762401,RS0001045,,VolleRose,2022-03-13,,,,93,9,2.10,0.00
2,I,0xb03e783399b5b85c96972969e0b3cae8a8ee9aa1c65abd209f4376e1bea4a1a8,RS0001300,,VolleRose,2022-03-13,,,,28,27,1.80,0.00
2,I,0xc739989c37268f2041f04d616fc0594d1b6345029f281b5b17433e1145bdfabb,RS0001454,"404",VolleRose,2022-03-13,"0537 2200 0814 0246","10/19",Mastercard,32,17,4.80,0.00
2,I,0x8a93f1704ceb40a2eac6a582c34666e39091b2a5292d7b9c1f34c8da287ea283,RS0001264,,VolleRose,2022-03-13,,,,73,10,2.80,0.00
2,I,0x7f31d8b2b807d90370f43c7f267270f856e2f02897a8922b0b836fcf63d6e6ae,RS0000940,,VolleRose,2022-03-13,,,,84,10,0.55,0.00
2,I,0x2912ec9d9996e8c6ec009eaff61aa24a81b71756eb998098303d81bf32f47920,RS0001593,,VolleRose,2022-03-13,"0000 4815 0505 0000","09/23",VISA,80,49,4.00,8.00
2,I,0xc2355e1b4e49cc52992893da5c07a78c1cdc7a8291e7f7dd44542f3a7237e447,RS0001475,,VolleRose,2022-03-13,"3525 6500 0676 4290","09/85",Mastercard,73,39,2.80,0.00
2,I,0x5aa8cd083b972bbcf47fa4360d387e87dd501cf56ece19e8caf57646e2621618,RS0001390,,VolleRose,2022-03-13,,,,120,8,7.80,0.00
2,I,0xa3122d60fd37340427825191edf91175398a15a74aadaf0df9cfe34e1f1e10b1,RS0001844,,VolleRose,2022-03-13,"6500 1000 0259 4650","01/19",VISA,112,5,4.00,11.20
2,I,0xfc74eb3b80f83d1399c9217a9c2935762f334d194d022c3babdf610474f3c73c,RS0001869,,VolleRose,2022-03-13,"0520 0000 0027 7808","10/17",Mastercard,35,48,0.80,0.00
2,I,0x5e0a680ae5b234036c25b762e9a2d6d03c09bdfc7c1c8cc7920067bbe2b203c8,RS0001329,,VolleRose,2022-03-13,,,,4,1,4.80,0.00
2,I,0x97b555a905c2dbf6ae86cfc3d2fd9e613102685bc4c463dad52a9f95fd5d6bb6,RS0001402,,VolleRose,2022-03-13,,,,56,45,6.80,0.00
2,I,0x816b2195a81cf948924184c4e0d30f74fabd63cf63a790807279e8714f4095b3,RS0001759,"385",VolleRose,2022-03-13,"0695 5900 0820 3729","12/20",American Express,114,5,4.50,11.40
2,I,0x102470b0b0e93858c7b464ab123f6937c40ebc0c71a1837ddb3bc51a2ac7c3b9,RS0000995,,VolleRose,2022-03-13,,,,45,23,1.80,0.00
2,I,0xd3e80745587f5362e9bfb2049700716fd9ec1c68222e1499379a98a64130c7fc,RS0001154,,VolleRose,2022-03-13,,,,68,25,5.80,0.00
2,I,0x102470b0b0e93858c7b464ab123f6937c40ebc0c71a1837ddb3bc51a2ac7c3b9,RS0001019,,VolleRose,2022-03-13,,,,45,23,1.80,0.00
2,I,0x3d46abac860f8ff813c5110ab06e071b6b3df81a1538307d8cd755c854c3c169,RS0001116,,VolleRose,2022-03-13,,,,66,22,2.80,0.00
2,I,0x3b61667fdc55ead270402be78baaac0c2e168f1c3ae63a594cfdf8dd2722308a,RS0001452,,VolleRose,2022-03-13,"0000 8272 0691 1900","09/19",Mastercard,1,2,1.80,0.00
2,I,0x8a418dc360161f08eac944491e44de729e732919ef2cf52de76f80a53f5497cd,RS0001088,,VolleRose,2022-03-13,,,,92,31,2.20,0.00
2,I,0xc74c9f071524ed20939553128e0f8e3ca45891d283a4bfbf7532ea5f3bde7e6f,RS0001538,,VolleRose,2022-03-13,"0000 7079 1614 9900","02/23",American Express,91,14,1.20,9.10
2,I,0xb908550f38e45727664618ecc3826dcc89a1adac72060d0ae980116871e7e346,RS0001465,,VolleRose,2022-03-13,"0000 0285 0503 0000","02/84",VISA,100,12,5.40,0.00
2,I,0xbb86f1abb09b1717a623af1a8e7028916eece7e0f007f1fb71060f426f52f207,RS0001470,"38",VolleRose,2022-03-13,"0000 2226 9513 1100","11/13",American Express,37,34,0.30,0.00
2,I,0x102e8c263af4b4a3bb2b751be2c16efe52f81b2f043d0173498850caa0874d42,RS0001724,,VolleRose,2022-03-13,"0000 0369 4500 6500","09/96",Mastercard,92,14,2.20,0.00
2,I,0xda3eeb92e54fa3cba1f323a2378c36cf87d6a90c09e6a7416366783e1e4e23f6,RS0001873,"211",VolleRose,2022-03-13,"0000 2367 0512 0300","02/97",VISA,117,12,3.50,11.70
2,I,0x0b00339676cbf3d9a3734330c5419d4ef7ab033abd223d6540d00e2bcb5c2a7b,RS0001233,,VolleRose,2022-03-13,,,,67,12,3.30,0.00
2,I,0x89338bb9c23b6a9913146616e7efc8257d464d53d95a2b085cd0de886c5427b5,RS0001282,,VolleRose,2022-03-13,,,,30,19,3.80,0.00
2,I,0xdb7b54e89f25054a78fa796c18e8e78a2e1ada80f85bf562f1367808c0326fd8,RS0001519,"358",VolleRose,2022-03-13,"3923 0000 0784 2310","04/19",VISA,42,45,2.40,4.20
2,I,0x0881295be3d42ac8ca07d67eec7a3aea76c8c265e9ee49283b87e343873463ec,RS0001208,,VolleRose,2022-03-13,,,,110,13,0.30,0.00
2,I,0xe550b7b0d471401a85044dec9f0c40dca2b1e82780441d8d5112618ed9f7e5f6,RS0001799,"62",VolleRose,2022-03-13,"0000 2730 1308 0000","11/17",American Express,76,24,4.00,7.60
2,I,0xe3b35ec9facd62aba06fed572164edd6cf86180e5d79f1fff9bebb09f122224b,RS0001788,,VolleRose,2022-03-13,"0000 1551 1519 1900","01/23",Mastercard,53,49,5.00,5.30
2,I,0xa6f54e1e421aa6b90d395ec30a309ae9811caf7b3d5cb7167e855ca176cd4dc5,RS0001808,,VolleRose,2022-03-13,"0000 8078 0608 9600","12/15",American Express,119,3,2.00,11.90
2,I,0xb8969f2198944398b51c98f67e35fe86b55bf32ccee3791761850e8671636ae4,RS0001748,"189",VolleRose,2022-03-13,"0000 5052 0521 5400","12/23",Mastercard,97,31,9.00,9.70
2,I,0x00420a2b5e13c67ed0bd44e48db259dac5732d91c0abce5843738ac0c3f17490,RS0001214,,VolleRose,2022-03-13,,,,63,40,4.30,0.00
2,I,0x9d26a035c123b4d261afb67aa5db8e6f311b497e66d4660ab9bce85d5665a6ea,RS0001270,,VolleRose,2022-03-13,,,,70,28,7.80,0.00
2,I,0x6bd76a2623568d9bedf2c6414346548cd9f478e6a963ca7c0caa484121457593,RS0000981,,VolleRose,2022-03-13,,,,67,4,3.30,0.00
2,I,0x5fb34ec50db55142b29009015206147bcbdc26e7bae7c4c46c99cf97a8a448fc,RS0001412,,VolleRose,2022-03-13,,,,49,20,3.60,0.00
2,I,0xe079366cfc983717222af4eeacef02a1cd79b8d41503b0f72964ea0b35454a41,RS0001293,,VolleRose,2022-03-13,,,,6,10,6.80,0.00
2,I,0x710b90bb1e249a0b39ff4decd20f57c5581bc2583a9b7e425d390a4934008100,RS0000934,,VolleRose,2022-03-13,,,,87,48,0.30,0.00
2,I,0xfa292c54424f5347f22b0aa8eb57d2229da33519bb7a41b863cf7043945c2e53,RS0000991,,VolleRose,2022-03-13,,,,24,34,2.80,0.00
2,I,0xe339cd9fb18310eb00616ef50d4768293ba73858e2c57e493f235dcd8719b80f,RS0001340,,VolleRose,2022-03-13,,,,105,2,4.80,0.00
2,I,0x626cf20a600ba37b9d09eff0f1bcf46c64cdc44ecc4b8228d67a967cbe3ab672,RS0001921,"13",VolleRose,2022-03-13,"0000 5310 0900 0000","01/23",VISA,72,45,2.00,7.20
2,I,0x5c3f53531939270c37de1817f49fe62d7a4ee45148866358d347502812438aa7,RS0001750,"406",VolleRose,2022-03-13,"7500 0000 0985 0720","02/15",VISA,83,48,0.80,8.30
2,I,0xcbc216e33069dd45ef4103176e92149379f01da14ac9f237131020df5401a2ca,RS0001629,"255",VolleRose,2022-03-13,"0000 3250 9514 6900","07/13",Mastercard,112,19,3.80,0.00
2,I,0x00420a2b5e13c67ed0bd44e48db259dac5732d91c0abce5843738ac0c3f17490,RS0001008,,VolleRose,2022-03-13,,,,63,40,4.30,0.00
2,I,0x5267ffe426d1a42b7c288ad7c9b8314e8f19d4bec37d46b842c99cfa736ad4c0,RS0001542,,VolleRose,2022-03-13,"0000 0852 3600 5900","05/18",VISA,84,16,0.75,8.40
2,I,0xfbbcd883b14eddf777b1d6c3e3b258afb792e4efa535facee1daebf863fd89af,RS0001464,,VolleRose,2022-03-13,"3600 3300 0764 3410","01/17",VISA,60,36,0.30,0.00
2,I,0x4ace7f388a022830cca75e561e537614cc65fb1bed0bb71921dd24b4060db9ce,RS0001203,,VolleRose,2022-03-13,,,,119,29,1.80,0.00
2,I,0xf85abfd7fb4906b6d479d354d7561e99ee3d03fe58198c61a6e1985c4a3956b6,RS0001747,,VolleRose,2022-03-13,"0000 7051 0917 0000","06/17",Mastercard,87,3,0.50,8.70
2,I,0x430e879d2ed5c48e16e0078dc213b65601a1d9e07bfaf96afbf4bca62a11a5a5,RS0001744,,VolleRose,2022-03-13,"0000 9170 1696 1400","08/16",Mastercard,27,14,1.80,0.00
2,I,0x821677f45e0db795b4130091812307ddbfa085786ef308e84c3b058072656449,RS0000908,,VolleRose,2022-03-13,,,,24,12,2.80,0.00
2,I,0x81e6229ab37a033430baf5689b9064644f6ff37eae8844613eb05ddec9a86c00,RS0001221,,VolleRose,2022-03-13,,,,87,2,0.30,0.00
2,I,0x15cd4d83f60e61d94f7106a079e45077c8978b54dc71258af45460befde87ead,RS0001510,,VolleRose,2022-03-13,"0000 5659 1900 0000","10/75",Mastercard,18,20,6.00,1.80
2,I,0xe3c595e7011e4f4f6e1ac875983d57fe5860213d835090ce3af4fe8710c93e38,RS0001634,,VolleRose,2022-03-13,"0000 1570 1694 6500","02/93",VISA,70,46,7.80,0.00
2,I,0x22a4b9e5fda3ad30ad7af93831b8ee66b3611adf5f1f0be9a23182f2411a4696,RS0001220,,VolleRose,2022-03-13,,,,109,43,2.80,0.00
2,I,0x425b4115f42559bca96c806f0be4848ca27912c0e89d0166c95843804c132bb0,RS0001733,"361",VolleRose,2022-03-13,"2600 8200 0609 7750","01/88",VISA,87,29,0.50,8.70
2,I,0x4afbd3479c7e3ff93c164b9ab16b67d5bfed4e6c03e1015c92962971a26ac85b,RS0001934,,VolleRose,2022-03-13,"0000 0778 0608 9600","03/23",Mastercard,52,17,3.80,0.00
2,I,0xf86ce606def0bafb04b04c36548562933829ee463ec4ef7f9fe1036bd9ee6a09,RS0001547,"260",VolleRose,2022-03-13,"0000 3352 0604 1000","08/19",Mastercard,24,34,3.00,2.40
2,I,0xea48880277c4371d8e19a23cd7b855cc229732892b3ee9984babc322b4cde15b,RS0001908,,VolleRose,2022-03-13,"0000 3773 3692 6400","03/20",VISA,50,42,5.60,5.00
2,I,0x066c31fd2c6a28cac9975f3cd5395a856c2b41fbe86d988ea4385b0bcbddac93,RS0001840,"36",VolleRose,2022-03-13,"0000 1072 0621 5200","01/21",VISA,52,25,4.00,5.20
2,I,0x1ab8d86dad69d08dfd5afbbdf0ad397c27922a63896e3ac63ac38a520408198d,RS0001704,"150",VolleRose,2022-03-13,"0000 0852 3600 5900","05/18",VISA,4,47,4.80,0.00
2,I,0xa4d600021d87aa1e1d4dbb9998986093335ca2d27b5134bf2028cb26a12fbabb,RS0001754,,VolleRose,2022-03-13,"0000 9146 0800 1000","12/84",American Express,19,21,1.80,0.00
2,I,0xfde88b4d040f4c1eb7a279f4dc95b1b1c17cb2c943bdb336904af35b7cdb798c,RS0001526,"192",VolleRose,2022-03-13,"0000 5022 2900 3100","11/16",American Express,4,39,5.00,0.40
2,I,0xebdcd8814ee7649db338e71d3a3e41c23105b736ba9e37b6c19a4339b6570d05,RS0001217,,VolleRose,2022-03-13,,,,31,46,1.80,0.00
2,I,0xf2fc3481b65633d902d5566079029cdafecdc3be11e25e8e2b8f7964f63293f7,RS0001934,,VolleRose,2022-03-13,"0000 0778 0608 9600","03/23",Mastercard,112,6,4.00,11.20
2,I,0x8c7b1589fb5eaaf80926462128a1f8caea7b0c87c7b2dfbf6e7d1b697f013c17,RS0001767,"154",VolleRose,2022-03-13,"0000 8476 0694 4100","11/23",VISA,93,43,2.30,9.30
2,I,0x3c3f74bf486d5d042b6713424b475cab348f68c85759dbf71bf3b86db518ae95,RS0001422,,VolleRose,2022-03-13,"0520 0000 0027 7808","10/17",Mastercard,86,29,0.30,0.00
2,I,0x41d9cf6e1f0263e92b59d452867b592bf8f7facd2d4419feb71b38beef2067fd,RS0001854,,VolleRose,2022-03-13,"0000 7376 3515 6000","12/17",American Express,40,5,1.00,4.00
2,I,0xc6924d9669979fc47598ca17cc148d3f9b8ff8dffe849211dc2d937fb325631c,RS0001869,,VolleRose,2022-03-13,"0520 0000 0027 7808","10/17",Mastercard,103,24,4.80,0.00
2,I,0x9ed76fbea17871ef728c196b91a305946b3d4d5131f05ccb9bc92bb3444d8d75,RS0001236,,VolleRose,2022-03-13,,,,76,9,3.80,0.00
2,I,0x62629fb5bbcba91b6be1e6414d5e71af93fcf97d4364ddd947bbf7b41f5a9e19,RS0001909,,VolleRose,2022-03-13,"0000 8078 0608 9600","12/15",American Express,19,42,1.80,0.00
2,I,0xb2f3f0b93583017f9f051491c4bc386d6e75445537b7b7106bbb696f070afab2,RS0001067,,VolleRose,2022-03-13,,,,116,49,2.80,0.00
2,I,0x3792e0074a7bf30544d4e0fcf9afb3bd8863aab869e02919d5718554ca2f1a52,RS0001375,,VolleRose,2022-03-13,,,,22,36,1.80,0.00
2,I,0x8545146bd1537d4a469f8588a622c339cb7ef6abcceb0cf509216200b46b338f,RS0001090,,VolleRose,2022-03-13,,,,66,5,2.80,0.00
2,I,0x2ff5553050c8a7f32b5578310ca8a14dba4f6bb54120a364c9560141177ffb8e,RS0001735,,VolleRose,2022-03-13,"0000 9052 0700 2400","07/23",VISA,99,46,3.80,9.90
2,I,0x477aec9951c1ca8c135a6b5b2dac67c077373b21e188816331902e8fd5b551b4,RS0001289,,VolleRose,2022-03-13,,,,72,32,1.80,0.00
2,I,0x75ba53bddb21a053931f818227e8b992237dfdee9adfb425c4d4be3d7b6f6de3,RS0001820,,VolleRose,2022-03-13,"7625 5000 0467 5020","07/23",American Express,105,10,5.00,10.50
2,I,0x6b965c9cd32fc3bf724644b21b74038320fd7103d65ecc510db579ce00f95e3f,RS0001066,,VolleRose,2022-03-13,,,,34,22,0.55,0.00
2,I,0xdfa14b4dc75342ddde4a62d6e126563b79794eb6ad236e4691e84abdc8333e5c,RS0001431,,VolleRose,2022-03-13,"2510 2000 0429 6380","06/19",Mastercard,40,32,0.80,0.00
2,I,0x164672ec10785a4cbedb141a624f8f992c5a30f0bf54cde3d57cfb70d35a8060,RS0000968,,VolleRose,2022-03-13,,,,96,9,7.80,0.00
2,I,0x629f7ac76354d5cc55307fa0d33c95529d5f1f41bc92fb25735123c6e88dfa9c,RS0001160,,VolleRose,2022-03-13,,,,26,5,3.80,0.00
2,I,0x1293e88de6008ca0c09546fc50bbfeadc88fa58d16d2e3ade448ff1e64d1c53c,RS0001638,,VolleRose,2022-03-13,"0000 2576 0260 0000","12/17",American Express,32,44,5.00,3.20
2,I,0x5052e02bdb1719141ca380bc4ea1af5b35efcd6d159d2e23ba0509cefd4bd110,RS0001624,"317",VolleRose,2022-03-13,"7613 4300 0367 1640","12/17",American Express,55,31,4.80,0.00
2,I,0x3d0cb28cea775ec069f97db40b52b47fd35dcb045e0468ab074f2df417b017f0,RS0001751,,VolleRose,2022-03-13,"0602 0800 0647 7772","10/92",Mastercard,76,34,4.00,7.60
2,I,0x4db76785e665b2f55be4f2f6d0fdc48a8e95f4ef9fc2f02a0973b1a1181ed795,RS0001824,,VolleRose,2022-03-13,"0000 1765 0910 4000","04/23",VISA,81,17,1.80,0.00
2,I,0xabd423679ccc6d91c7c86583d080321b5e34cf3f7f564d3990141f4bc11ea29d,RS0001665,,VolleRose,2022-03-13,"0000 5270 0510 0300","10/23",VISA,27,31,2.00,2.70
2,I,0x2f6aaa4633be38d16062b3b948cf069e24552a080a36f3c9002a6872ce76fb44,RS0001694,,VolleRose,2022-03-13,"0601 0000 0128 5504","12/91",American Express,83,24,0.60,0.00
2,I,0xab7f56c7dffb73b5f4bc4ef2de7386384991037a446507366d50f5935102032c,RS0001173,,VolleRose,2022-03-13,,,,109,14,2.80,0.00
2,I,0x2a816434495d1ab54abe6855af83f6ceb0107c50cffcca13bc92bec68f22ad2e,RS0001102,,VolleRose,2022-03-13,,,,12,43,3.80,0.00
2,I,0x0b628b9e5fdc90e3547acef329f49a5927a4d9d3c2b735888ea599ddcc12bdeb,RS0001899,"359",VolleRose,2022-03-13,"0502 0100 0649 2687","01/96",VISA,32,28,4.80,0.00
2,I,0xe1a0dcdf65f7008ade4a9195558041d746240f3cc65a56016028c2a7d2385ec5,RS0001609,,VolleRose,2022-03-13,"6500 1000 0259 4650","01/19",VISA,67,15,3.50,6.70
2,I,0x8958afeac5dc22cd4cb19cb5da9362a9b71bea034fe290033df3ca9c4c7f8526,RS0001708,"247",VolleRose,2022-03-13,"0000 9525 6501 0600","11/16",American Express,80,12,4.00,8.00
2,I,0x2785d3def2733cb20bad4784b085508d2d8108d8ad73048bf9825f44e63f60b8,RS0001271,,VolleRose,2022-03-13,,,,109,15,2.80,0.00
2,I,0xebc2a54b125b9971ecd991d671f434c3e31d396214691743b9ff89cf90b5efbd,RS0001558,,VolleRose,2022-03-13,"0000 0818 0550 0000","04/90",VISA,75,33,7.00,7.50
2,I,0xe074cd69d2468dd1eafab16d45464af5b6a95b219e54c894dc84bfded93f83e4,RS0001664,"72",VolleRose,2022-03-13,"0000 7376 3515 6000","12/17",American Express,106,3,7.00,10.60
2,I,0x11934c48f3a053f58ecdd9a7d450d8bbafd13826260fdae062199032b5dd4228,RS0001054,,VolleRose,2022-03-13,,,,99,44,3.60,0.00
2,I,0x4af4da090cf9ebc1651b92e38759711a4e8ae1f41d3c13da5fe2b10f65799c6b,RS0001717,,VolleRose,2022-03-13,"0000 2668 3500 4800","09/97",Mastercard,93,43,2.30,9.30
2,I,0xdb39a572ec33e4b78708038ad293f1048aad1eaaf5dfc59c8018d287f093505e,RS0001724,,VolleRose,2022-03-13,"0000 0369 4500 6500","09/96",Mastercard,99,28,3.60,0.00
2,I,0x288736a82d54fad8418956ce7e69c50930d5f1641646fba269b182d2138939d8,RS0001219,,VolleRose,2022-03-13,,,,21,33,3.80,0.00
2,I,0xe7776187cd76888bd402656c479a67c1aefd4bceb344d1f4e1a83ef8e244eab7,RS0001339,,VolleRose,2022-03-13,,,,70,35,7.80,0.00
2,I,0x79558203c8ee9877e5a210ff0c1ac41967292700447fed5b7bc381b5daea1de3,RS0001685,,VolleRose,2022-03-13,"0000 1765 0910 4000","04/23",VISA,18,7,6.00,0.10
2,I,0xc79a965facd3234eebb300d1ed6736f639ad9b0229ec646ac6259d542b78d45f,RS0001430,"85",VolleRose,2022-03-13,"0000 6071 1600 0000","10/15",Mastercard,56,22,6.80,0.00
2,I,0x6ba73758ac9dfc5d58131c6de7709d6d851b347e9ab7418d453885f29cbfdfdc,RS0001607,"129",VolleRose,2022-03-13,"0000 2970 0530 7000","04/15",VISA,3,17,5.00,0.30
2,I,0x22a4b9e5fda3ad30ad7af93831b8ee66b3611adf5f1f0be9a23182f2411a4696,RS0001330,,VolleRose,2022-03-13,,,,116,43,2.80,0.00
2,I,0x8b1dc6a67c28525676e7bafa857cde1d32538454298e9474cffbc954fad96b35,RS0001193,,VolleRose,2022-03-13,,,,96,33,7.80,0.00
2,I,0x1b80056ab8bccce019b7cec7147bb0b88e1e332e6fdf13f74e7795a4e0db969a,RS0001805,,VolleRose,2022-03-13,"0000 8164 3901 3000","12/23",Mastercard,18,8,6.00,1.80
2,I,0x2785d3def2733cb20bad4784b085508d2d8108d8ad73048bf9825f44e63f60b8,RS0001352,,VolleRose,2022-03-13,,,,109,15,2.80,0.00
2,I,0x5130227d1640a730793cc0aa994a5a1a2759332c50485ba7b0d940997af87218,RS0001480,"89",VolleRose,2022-03-13,"0000 1526 5624 9000","09/19",Mastercard,11,39,7.80,0.00
2,I,0xaf7b2d3d21b05b603e22701393fbe7652695064f3f5b26a7fe362524a85e0a25,RS0001414,,VolleRose,2022-03-13,,,,47,15,8.80,0.00
2,I,0xd53ca179fceaccdd13684ac3cfd8f6d779ffbf25e44d02e4244bd2fa80dcc789,RS0001760,,VolleRose,2022-03-13,"0800 8500 0186 4149","03/23",VISA,118,13,6.00,11.80
2,I,0xe1da360accae372c2afe3affda8444f5a140a7d73623487a47b57d84fa112e7b,RS0001346,,VolleRose,2022-03-13,,,,92,48,2.20,0.00
2,I,0x791b8d47b7dca421a541b7534d2b52bbc35e80be17ec16d59d740c099b3a9146,RS0001292,,VolleRose,2022-03-13,,,,103,42,4.80,0.00
2,I,0xb5e1492fd8ccbab7c789f3d30e3c03cb84467fa4b419a44b8d84243e3a88c77b,RS0001719,,VolleRose,2022-03-13,"3400 5800 0955 2420","05/15",VISA,105,1,5.00,10.50
2,I,0xce95132fc33d4694f8d969dd787c0cad24d36334a4b48aa1358db60285d7628e,RS0001894,"227",VolleRose,2022-03-13,"0000 8746 0700 2400","03/17",VISA,66,22,2.80,0.00
2,I,0xf947fa6071f5a0b9ee1d2b15a7fab5baac94a72e1ff4f4fc0c6b7041e0574b10,RS0001250,,VolleRose,2022-03-13,,,,123,32,2.80,0.00
2,I,0xb49a1f50229424881d033e1c17ba14f6437bcaeef50b0776e4627a616d679f29,RS0001043,,VolleRose,2022-03-13,,,,3,10,4.80,0.00
2,I,0xe388a0095a80c0ad72011ec04c4d4125f551c8e46303851ef5a04fd914c593be,RS0001773,"300",VolleRose,2022-03-13,"0000 3265 0922 0000","09/91",Mastercard,108,33,8.00,10.80
