"sys_loadingid","sys_cdc","sys_checksum","kundeid","von","bis","strasse","hausnummer","adresszusatz","plz","ort","land"
1,I,0xdb2d6a5999bcc56be94d7006738d4ea9aae6d1787b9526c9844d7b52d58eee38,"37",2015-05-12,2021-02-25,Am Wasserwerk,"90",,"55430",Oberwesel,
1,I,0x1b4f7e633fc811a7be7d1971a1c8b335ff55140dd96f551fbfb8ccd5f1826e37,"30",2017-10-23,,Veilchenweg,"121",,"38473",Tiddische,
1,I,0xd26c5e7399c026047359f5aa32f605c7d7bb20c309805c119e17d81aae7f4478,"155",2012-10-28,,Rinnebachstraße,"107",,"63906",Erlenbach am Main,
1,I,0xa0c5c670f6435e752b7404927af4f1fac7cc603cd0bbdacd2a7ca94d8798f2fa,"61",2021-08-02,,Kämpchen,"190",,"56457",Westerburg,
1,I,0xa71114593f846f5130e4c0ec951318a614a1775fe701436689c34278f246fbdf,"51",2011-11-13,2012-12-10,Hohler Weg,"188",,"37434",Wollershausen,
1,I,0x53a3ec687e4f038f88c4e3bd4b36866d0e51b0b0247be7d124d623b1326c1920,"10",2014-12-25,,Akazienstraße,"133",,"45661",Recklinghausen,
1,I,0xe4558adbea67f7512361c53ce2f2e88437a1613507f7f741ebb5687169daa517,"296",1992-04-12,1993-03-16,Südring,"53",,"69439",Zwingenberg,
1,I,0x1b2be1e0cd08163f47915d5c2adbece26d220acd34c2ba7e0e0ebde52505d967,"87",2013-01-02,,Niederseelbach,"83",,"67434",Neustadt an der Weinstraße,
1,I,0xdc2b2389684fa192f568bb1c152952ec0576feedbdd7e0f7eb98a9c03bf0d682,"266",1990-02-19,,Breul,"123",,"10555",Berlin,
1,I,0x12b6a42a5c047e38b6ba79100daf50d7ac4c383e9c1b0065556cefcd37206132,"48",2019-05-04,2020-05-28,Eichener Straße,"165",,"56767",Kolverath,
1,I,0x1f5867785cfb04c111de55d913182e1074353452e5dc629eed700c2d0636b3ef,"244",2009-08-04,,Lieberichsweg,"35",,"54570",Mürlenbach,
1,I,0x046a27b6b140ced6bffbfa6362ea4677384513f122b373815e98979ed933cb3c,"243",2001-06-30,,Siedenberger Straße,"153",,"31079",Adenstedt,
1,I,0xaf604216eec4e2a15fe80deaeb29d05f56557b96e3be22e7f82fc4c614b6beae,"210",2013-05-16,2014-01-23,Bozener Straße,"132",,"33647",Bielefeld,
1,I,0x28f2ae9507c042b8915d6cfd16e81d01bf15b5b74313ccf2ae73729e288b2b17,"132",2000-01-24,,Koblenzer Straße,"99",,"17039",Beseritz,
1,I,0xb1cac80eb50d8f5c017d40b6592343859f2c0a8b8447531f5c6bb92bd3d9e1cf,"178",2020-02-06,,Kolpingstraße,"174",,"21514",Büchen,
1,I,0x84095d11fabb91da90a1449cb4e93137d52cb261605c45e44c0d7aae191f5e78,"89",2012-08-22,2014-08-23,Schwarzbachstraße,"126",,"74423",Obersontheim,
1,I,0x47319b0587a007b261bfd7ff188c6464fea82d8001a230f81daebe516c561b0b,"16",2002-10-28,,Laerer Straße,"53",,"24988",Oeversee,
1,I,0xd5c1736eb48f6051c9837ccb3a91a0015a7421ef65b35b03009b914e194397cd,"6",2004-11-07,2019-06-09,Hirzener Straße,"86",,"54612",Lasel,
1,I,0x6cf9c1c9120572be554f2e7ca99f19ca1a76854ecf0eddc84fee4a50a00ffda7,"112",2014-03-06,,Auf dem Flurzaun,"78",,"64285",Darmstadt,
1,I,0x7d6ede575f4995f42efe571eaaac90f681b70c8fa19869df7486769961377428,"29",2021-01-28,,Hermann-Kätelhön-Straße,"119",,"64407",Fränkisch-Crumbach,
1,I,0xc84ec987a0203c7f79e565f23b28bccf15b43e1868c0d70887ee8d5fe3a4e91d,"189",2000-12-15,,Knüverdarp,"171",,"39128",Magdeburg,
1,I,0x21ed8c6a3efab36b7c71b74ebabb5e0d9011489a013012bbfa39b6fa372e6d44,"131",1989-07-29,,In den Heilgärten,"95",,"24996",Ahneby,
1,I,0x2fac0221d87eb22b56e5efe560bdcfabd9a7317a1362e89eb99421ccb2afea3c,"208",2015-04-07,,Alte Stroth,"46",,"64589",Stockstadt am Rhein,
1,I,0x05683611cfff34e28c18b3d4a979a675e5ec2668f88ee433e9fbb83c2b9840f5,"3",1990-07-24,1992-01-30,Vogesenstraße,"175",,"55595",Allenfeld,
1,I,0xe134c8f95aa16987f0f9c069bcc320c1f0ba7d779f59192fdfd6d8b37fef12a1,"71",2011-06-06,2012-07-23,Im Wingertsberg,"115",,"56472",Hof,
1,I,0xfbb1b0f472f3748d9d4e32886b5901c45fe8427c4285745b261678cb8e94a990,"273",2007-06-23,,Hanftalstraße,"3",,"54456",Onsdorf,
1,I,0x0a728d62d94841011c5b606351db48aa960c866c18a334957cbd18ab9c721c2e,"179",2014-12-27,,Lützowstraße,"130",,"25876",Süderhöft,
1,I,0x9d79be12fed029480b4aa0cd85ab9824be36f11bff5791cec6fdfb58a9318017,"287",1994-05-11,2014-07-05,Martinsstraße,"2",,"66981",Münchweiler an der Rodalb,
1,I,0x91f6d3e2f78b0577ef002be313f9498326180dc9af98cde6f12bdb20c5a923c9,"102",1991-09-17,,Starweg,"83",,"53520",Insul,
1,I,0x368ae81e9d9f3614c73f07a881d29aa703426e8b6aff72e5ea2110f8674278ee,"86",2020-06-20,2021-08-22,Sandstiege,"47",,"85104",Pförring,
1,I,0x37c346125f37b79c0cc4f13d4861c2d93769d10b7a3cfadecce1749996891ca5,"182",2000-03-15,2019-01-20,Netter,"131",,"82166",Gräfelfing,
1,I,0xcee476fb185759fdb09042af97a6e5299bd1164a1a2e321fdfda3f6a58c93e1e,"155",1992-04-28,2012-10-27,Ostpreußenweg,"39",,"56820",Senheim-Senhals,
1,I,0xe1c42391908e59f2498fe90f0eba7bdfaa50219596ec75389d0c4da37fa08a7e,"120",2005-05-25,,Nußbaumstraße,"131",,"71069",Sindelfingen,
1,I,0xdd8fd01df9d4728b8cba5d78554f33187d18bb0126395e6c4161e4d68548ef0b,"166",1985-06-01,,Alte Moselstraße,"74",,"59823",Arnsberg,
1,I,0x4b0a9f6fad7a0927d897a2a463ee7b4f6d7ec846871215950c36143e4c33f131,"164",1985-05-13,2013-05-05,Nievenheimer Straße,"116",,"64397",Modautal,
1,I,0x08658857ab27cf8099454a097734ee20180189083ef005b718700a6edd22287e,"46",2002-06-02,,In der Aue,"65",,"56767",Kolverath,
1,I,0xeb7fd86f4ae021552f50fda248d475814f022566770296eed3bf903174638ab9,"291",2014-10-16,,Grube Anna,"108",,"54459",Wiltingen,
1,I,0xbe92b425687e1a20f264b7e5038fcd08beee5d81f3ae0cdb31185c17f538262d,"238",1978-02-24,,Am Lauterberg,"22",,"54636",Heilenbach,
1,I,0xa589aa5783358e1106cdf4e370d4fe3aadcb8b3594ee26121d15be3210bd7d60,"272",2000-04-03,,Hasley,"168",,"63796",Kahl am Main,
1,I,0xea78bc1e8ec2b5558295dc4cc8e19645de08b3e1b3d82505db9f2f09caaa1a23,"48",2020-05-29,,Elzerhöfe,"27",,"64297",Darmstadt,
1,I,0xb3a9b0d9894f0af0f847ab4f90d536612ad204485e0051b06d5d00fdc34d12bb,"245",2015-12-19,2016-01-06,Plantagenweg,"79",,"24641",Stuvenborn,
1,I,0xa475f1f59180fff3eeecd2f4f762ac055ac86cf2cf945d44be50ed6e8e1cc6fd,"90",1978-12-27,1980-01-28,Kesselheimer Straße,"155",,"63543",Neuberg,
1,I,0x35662ee36538ea7a7421e58ffe6f1e326ae1589896a2f14d155f2c9d40beadea,"8",2012-03-19,,Waldheideweg,"93",,"76479",Steinmauern,
1,I,0x8752e1467d349b73ab8154d1c84ec461f406b23969137a13d78776a8d870306c,"254",1994-12-03,,Kölner Straße,"187",,"25999",Kampen,
1,I,0xdd3e8a1f9458c5a55966ab9d3a27bcb238cd537e200440456048ccb206d992fc,"99",2021-02-24,,Karolingerstraße,"167",,"54570",Rockeskyll,
1,I,0x523b2f612179a7824a0ba9a93574979eb44ca0752b7a76c312815b781c244990,"265",2019-11-08,2020-09-10,An der Landstraße,"90",,"54316",Pluwig,
1,I,0xc32c4e7b129be08c4f02e4efd1d978a6124bca79e4c8fff7404195e9b7af7d09,"15",1991-06-25,1993-04-12,Stadtring,"117",,"54636",Scharfbillig,
1,I,0xfb465ee421b1cf45aeca65e0ff88103e2414de13398e480ec3e75f1284b80969,"256",2016-02-07,,Hüblinger Straße,"42",,"29303",Bergen,
1,I,0xa24223425ebc101f6cb1cd2621c79f2c2f12779fafdaba3ecc7a1f4e15a85d62,"82",2014-03-22,2015-05-20,Redder,"133 c",,"93486",Runding,
1,I,0x7bd6a1015ca78ff6e8dbb7feb0d0afbd3648c5075dfbf4b60052edc8f9d2931a,"92",2009-06-22,,Dillbrechter Straße,"46",,"66484",Battweiler,
1,I,0x9b89cdc3e923945a85bae2209f9451850fbe90190b3b0716eebba3e70da5559c,"72",1983-05-26,1984-07-13,Schwiepinghook,"101",,"77955",Ettenheim,
1,I,0x9d7f421f63d9c13313e15424affdbe6b3b36c68b317aa1894aff76769cd2ae02,"217",1974-04-02,1979-01-05,Schloßgasse,"190",,"30627",Hannover,
1,I,0x8ef7fd16d5c74a40937a77cbe3e01bdf01efc4d662c915afbe7d788d8a076d5c,"76",1994-09-12,1995-11-04,Dresdner Straße,"169",,"37242",Bad Sooden-Allendorf,
1,I,0x2c6a03096c080945b37e3a1f8d4c49df058caa3379b997cbe47fa2b5cf6fa658,"75",2020-10-24,,Vorm Arheckengarten,"60",,"79427",Eschbach,
1,I,0x375adabd55419efc050155bf77407d087603857a0757d64ce46b03d3e70a9d52,"27",1980-08-24,2011-05-17,Am alten Garten,"48",,"53547",Hausen,
1,I,0xd8085f5951f3e91a535e7c8b209a886df926430b1fb8ea55a0920ac82a09c913,"202",1978-08-28,2015-08-22,Stierweg,"152",,"75305",Neuenbürg,
1,I,0xa8aa6e7c21939754154cb9712c3758baf15e10592d8472abb621b1c36c98a1c5,"32",2001-05-29,,Claudiusstraße,"100",,"37412",Elbingerode,
1,I,0xe6ac9e9c49d60b5388ef28ebe126e4c4260d8f7a1d3c47cf17efb211a57d057f,"59",2012-06-25,2013-07-31,Krankenhausstraße,"154",,"25794",Pahlen,
1,I,0x09a1c6a2ed6852403b52b2886dbcf22cf3ea4565b7e70e33bddce7b9a0691608,"159",2017-08-27,2018-03-16,Am Nothbach,"99",,"31582",Erichshagen-Wölpe,
1,I,0x6a1369cf02ca4f2c56f923ff219bafa0b04cc6b0c709361e1b27d9a3cc1437ec,"219",1994-01-24,1994-10-12,Ahrstraße,"76",,"32257",Ahle,
1,I,0xed3ab7bc152f300573c16e3e85f2aa133f5f3ae126a6613e024dbceaa8f0ffd2,"213",1996-06-03,,Bärenbachstraße,"4",,"86444",Affing,
1,I,0xed1bae414a2c0566d926452bc6df9e2b734c6c941fd635b44d2d0b53a7179932,"167",2005-03-26,,Morkener Straße,"25",,"44867",Bochum,
1,I,0xd6f804ef1d998e2ece154e338c17096d3328c9b7d2e8d40716af986ad87cc3ee,"236",1983-11-11,,Haggenmüllerstraße,"21",,"68766",Hockenheim,
1,I,0x2b0ca79fe3ab340ecbd2bdc2764034a69e9ecc253ebbe80d000b7e03d1a938a9,"10",2004-11-02,2014-12-24,Walkenbrügger Weg,"62",,"63073",Offenbach am Main,
1,I,0xffca6e3b9dd3618507f6c11454693d25ff53f09f7b1843fbdf2f3955205239d9,"6",1995-09-16,2004-11-06,Elzerstraße,"26",,"94513",Schönberg,
1,I,0xc7d750e470d915249c3eebf5f53199de6401c739e2b71cfabe579c7b0193ff83,"147",1974-03-07,1991-08-19,Dorotheenstraße,"145",,"48619",Heek,
1,I,0x22fe281da0df12c85427b9fd3d2ac6c8d39b3852dfea6b84da9a1180c310389b,"290",1999-09-24,,Hompeschstraße,"45",,"31553",Sachsenhagen,
1,I,0x15d8254b5361f37d8785c894e913d43dd064406143b49c57d1443383b877ec1c,"118",1983-08-04,,Grünenthal,"65c",,"63930",Neunkirchen,
1,I,0xe8467b88229eb94164dc95287187dd827d93643f945ef413562bfbc1aa29fd74,"8",2008-09-09,2012-03-18,Scharnhorststraße,"124",,"86926",Greifenberg,
1,I,0x1769cbc3053d11f72d307f8c313ca67373cdb5f2dd3ed767763c2a6209330d75,"50",2010-08-19,,Mondring,"134",,"78600",Kolbingen,
1,I,0x2a274aeed29bd6fa8b4007cd86ad6998da82fd24dfec344367c934f5c82fa6ee,"35",1997-04-14,,Bayernweg,"166",,"44141",Dortmund,
1,I,0x31b5da59ae95e1a1da75e7ddc645386df54d6d49b500cf4a20702c9380e3c753,"112",1981-08-22,2014-03-05,Alter Markt,"43",,"25876",Schwabstedt,
1,I,0x79cf4524bd97ec5507d5bb8198d5c0c83464c999f39bcaba95b959077c013ac5,"49",1971-09-26,1978-03-11,Sängerstraße,"88",,"88636",Illmensee,
1,I,0xac0e05f6136a14fa07ebb001734ae1f4199a101b35a8e2c67525e728a6acab3d,"81",1972-05-12,1997-11-01,Robert-Schuman-Straße,"8",,"8468",Heinsdorfergrund,
1,I,0x90842290d01eec6292c51c5c2b37a4edece8bb2ba0ebef1e83b12f56d0da2a0f,"184",2018-02-18,,Schladeberg,"129",,"56820",Nehren,
1,I,0x15b94a87eefcb26546bb08491b1f5ba0303c45e0be3d636e1adb02fa15483071,"53",1982-03-15,2017-07-04,Mettmanner Straße,"78",,"54317",Kasel,
1,I,0x3268a17549630bc915c9bb97f0bf24b0d606fd8b1d1d8ec572a95a8c068b3694,"11",2005-10-19,,Clara-Zetkin-Straße,"102",,"76477",Elchesheim-Illingen,
1,I,0x4b78c62cb9ffb25d6e3b08f67ef5ac4f0581797be0190c4a5a8ca2dad15feaf5,"300",1986-07-29,1987-07-06,Dessauer Straße,"82",,"79879",Wutach,
1,I,0xef1bb4dc430041f403aa378cc23fa57fa65aa4af4259a1c75f2224bd809239ca,"28",2014-07-08,,Am Ziegelofen,"111",,"66916",Breitenbach,
1,I,0xdab5d835471462765db00c0db18a5875c7e56de01b795b5c1bff42724de1536e,"254",1994-08-09,1994-12-02,Bendenstraße,"10",,"55777",Eckersweiler,
1,I,0xc094cc35f6798a12876e009ad07dcd5fb37464dbcf81d897a4006e1a3d6ba2ad,"97",2009-06-03,2019-02-16,Ziegeleistraße,"153",,"71636",Ludwigsburg,
1,I,0x3300111604d3762c2dceb24c9538c2ecebb786d0b3d32c1be0835175e0cfc67a,"169",1976-02-07,1976-10-26,Im Gründchen,"1",,"10823",Berlin,
1,I,0x8bb8030899a6bd35f6b2e2a672aa0d8cbbd233d3ac4785987ac7fa23e8175130,"220",2000-05-26,,Helmarshäuser Straße,"78",,"23847",Grinau,
1,I,0xac9cb43d61e7822297cf13234f787abb996b59954e04be3113adde720b778736,"118",1983-02-12,1983-08-03,Am Hofacker,"194",,"76327",Pfinztal,
1,I,0x34f26610249351fcc9281b800b20e50a878859e1af185f768dd2f60a9470fa5a,"269",1970-03-30,2013-11-25,Laacher Straße,"137",,"25792",Neuenkirchen,
1,I,0x3b5af13f513289e1b0484842e239d166dc7485e4aa696726a20fa08a22e9796e,"251",1974-10-29,2015-12-26,Am Hofacker,"87",,"25917",Sprakebüll,
1,I,0xddd76f2d1b4fa3de58c4981006a8e7a7c65bc022256d8cfa7811b905e6326706,"211",2018-08-12,,Westergastweg,"198",,"97720",Nüdlingen,
1,I,0x04d6234a14e7cf292768d8c097594c84a31e1f54f0bb0a6e5f9bb4f410dcec37,"203",2018-02-04,,Moosweg,"46",,"86551",Aichach an der Paar,
1,I,0x9fe99867c6587c3eb29750ad25c14bd07f274174a3fc89b948118d6ea58819f8,"151",1991-07-26,1992-02-04,Asbecker Straße,"143",,"77773",Schenkenzell,
1,I,0x805771f8be353f0a8a6af45f142573a536c110b4d1dc0f82d25db6860923a9e7,"113",1987-12-26,2011-05-13,Lagemannstraße,"173",,"87439",Kempten,
1,I,0x5aa7c67d7adbf939d806cb13f4be04d1690f4cafc401636e53b1a5208e323272,"126",1989-06-20,2009-03-27,Horststraße,"189",,"79804",Dogern,
1,I,0x3b5e822037eb607d134e69189090e1a4bfd66a044638d43b7119e2de8ddd2541,"85",2020-09-15,2022-09-12,Watzmannstraße,"117",,"72226",Simmersfeld,
1,I,0xb6ee3680462ce12a3596a8f5b5b0a91cf6dea065649263719e4c1126649cb55d,"21",1995-09-11,1996-07-08,Avendruper Straße,"157",,"53539",Bongard,
1,I,0x03e2987aa7d221883811f623be4f2fe33431766af2b1e125ba4c7e9c6065b626,"290",1979-01-19,1999-09-23,Am Seifen,"18",,"54451",Irsch,
1,I,0x76b7eb785d03d866754efc6d857e7bfc766155d4359618f523281f800b5204e1,"52",2005-11-01,,Plaidterwegsrest,"53",,"67229",Gerolsheim,
1,I,0x25f205d5f7f805ace392429297eb26d57b5910bd99a61e9ed7a07df6cde62249,"216",2006-04-11,,Paßstraße,"175",,"55469",Oppertshausen,
1,I,0x53cf68c81c13be563716a7297a62559bc22a3d1ed1f21adee2f9a73815ac99ab,"18",2005-01-21,,Hallerstraße,"103",,"86660",Tapfheim,
1,I,0x4e6e00fea7b71305021b6ce318b91c10afcc288f1c6ad13b2b6e0672b79abd52,"283",2000-02-20,,Frankfurt am Main,"187 a",,"20457",Hamburg,
1,I,0x11401576ca8680fe0ecc00075f83e026d8517e6e12eddebe89f0a392ddfc9cce,"23",1983-03-27,2000-09-03,Friedensweg,"60",,"45883",Gelsenkirchen,
1,I,0xc5101c4a0937d12a81eec197870ca3f79125f02739b4759e44d1310bd32ff977,"177",2002-09-22,2003-04-29,Fritzengasse,"178",,"95666",Leonberg,
1,I,0xab344d0342719f4defc6e55d0b455ec4f90b12bf4911cf615fede05f82566e54,"69",2017-12-15,,Dominikanerstraße,"112",,"23936",Plüschow,
1,I,0xa90fdd2f68f729e04b40251a34dc6b587efdd39e7da85b44cd3d475c744fbf01,"139",2006-12-13,,Kaiser-Friedrich-Straße,"35",,"67693",Fischbach,
1,I,0x78c7d5734b4b42e086fd1be7cf5a1dc4c5824e1ed52d4cb08f9ae0f1d74723b4,"77",1986-05-04,1987-08-28,Vorm Arheckengarten,"47",,"55595",Braunweiler,
1,I,0xad762809d73e6ea237f505bebb11800512c271376e6c3df17e765f8bcb778619,"139",2006-06-05,2006-12-12,Berliner Ring,"85",,"86485",Biberbach,
1,I,0xf09bc298a34dc497cf597682c767e8d7435ad2ee34dbcdaa47deeac08a045fda,"232",2015-03-06,2015-12-05,Bünkamp,"188",,"45886",Gelsenkirchen,
1,I,0xffef25d9677ac734211389f800e489ec68dd2207fa835429b095abe656c8ea9c,"265",2020-09-11,,Brunhildstraße,"100",,"57612",Idelberg,
1,I,0x0aa6ee744fc3593ea9e124443cd1acaee8590e3b8fe8fec807ba695179ac0947,"248",2011-05-19,,Liststraße,"71",,"84539",Ampfing,
1,I,0x2ae0a0395b50f72b3321aab623dda8b638218c08530afa07db208892a27bbc7b,"39",1982-12-12,1984-10-23,Schönblick,"175",,"56357",Hainau,
1,I,0x8da29f583638b30403dade52dc8c349c3c3f7b51ad076a529f54634ba68da33b,"135",1999-09-18,,Raesfelder Straße,"104",,"22965",Todendorf,
1,I,0x4909b62d6061a971b33452f523158e90c14ef70240eaea658df96c6f49c37e08,"122",2010-05-06,,Bernhardtstraße,"72",,"82402",Seeshaupt,
1,I,0x66be6aa90c3db7e4dd36e95606f1fe09fc50a0f6b8bc1a890e3e93abb23cae2f,"165",1986-06-21,1987-01-14,Oberbierenbach,"127",,"66851",Mittelbrunn,
1,I,0x94b716ba283f981c3b92eed2d5c66cd5fc0b7e666235004263b49dca951cd461,"7",2003-02-12,2005-01-18,Zur Hohley,"25",,"56244",Goddert,
1,I,0xf964aabe2943f2a2b146cf2b0cc95a95358d2409aefaeaff84fc21c5137160d4,"86",2021-08-23,,Pellmannssteg,"26",,"74249",Jagsthausen,
1,I,0xbcf8f310b0fb63140b68f8f1b980dbc1fd7250de088c15322e5c77e9de18ff19,"125",2007-12-31,2008-06-15,Am Urnenfeld,"44",,"67098",Bad Dürkheim an der Weinstraße,
1,I,0x0d1e7d62303701a520343268b85760135de4a987b2feecf2721d9a83bc2f073d,"50",1974-12-03,2000-03-07,Hermann-Treff-Weg,"90",,"84137",Vilsbiburg,
1,I,0xf009d696ccc838bcdfe768022fde589d9de5e2c80b989d1bac44ce3c7c751ed2,"111",2014-02-03,,Böttgerstraße,"88",,"24392",Dollrottfeld,
1,I,0x17b6a0c1305ccd9a2586149ee28a8c51e5cb32557e685618afe9a4ca08ef4466,"27",2011-05-18,2012-05-21,Lambertistraße,"113",,"8352",Raschau-Markersbach,
1,I,0x6f5835b061125e856a5623b12f545282bb648957894bbbce11965fbf5f94e992,"258",1999-01-26,1999-11-22,Gryphiusstraße,"83",,"54675",Ammeldingen an der Our,
1,I,0x73af2bfc0370cce313a0fcd7268284ff6ff298f9e79c89399fb919ce8baf78ef,"217",1979-01-06,,Wittenbergstraße,"46",,"80539",München,
1,I,0x48938e787a3cfa1bf44ac6f6afec70c1e44e3434391f2f713bef60df9c3be158,"201",1988-01-14,1988-09-13,Wintert,"184",,"70173",Stuttgart,
1,I,0xbf1b4c8d0efa719f498eb50e88350388f2ba68ce25482a9ec4326ed7114feaad,"160",2006-07-23,,Finkenstraße,"79",,"24809",Nübbel,
1,I,0x20ed58b423fc28ea16397469255939869c43da9ac5fab330a7cbce1d08880c5d,"127",2005-02-23,,Breitenrathstraße,"73",,"55283",Nierstein,
1,I,0x3df5e231a95127027ec95f907ffdb31727164371e02c1c0149efaa5079da3a9a,"285",2012-04-04,,Brechhofer Straße,"20",,"48157",Münster,
1,I,0x0a12c239da6d52cbcf6cf36644aadaf45d95931746bc31cf5102a97f1bb02021,"128",1997-02-22,,Steinergasse,"134",,"47441",Moers,
1,I,0x7734713f32f3bd4873bed1152cec93d560718ccbacad4819d8f42c17f5902381,"272",1998-06-13,2000-04-02,Heisterbusch,"187",,"84307",Eggenfelden,
1,I,0xec031ce2b1a2a3c151443df91fc6547c86c570f82c0ce561817987bc7bf5c54f,"150",1990-09-25,1991-04-05,Wilhelm-Tent-Straße,"158",,"85122",Hitzhofen,
1,I,0xb9b87b5ac17bc335bd1dd047d6e2bc0f0914cde36851973832c7e3227066122c,"93",2009-10-23,2011-01-01,Borgkamp,"170",,"65555",Limburg an der Lahn,
1,I,0xd70062aed69eca8d6177708915413d666a751add37b55f2c5c226dea5372e679,"51",2012-12-11,,Tulpenstraße,"76",,"59069",Hamm,
1,I,0x47c78d5dfb121ec03a90356537091e73b4f5ad1703978aaf020c58002ed53702,"221",2019-07-22,,Rahmerweg,"30 a",,"86926",Greifenberg,
1,I,0x501dfda3cf02c9109aaf8a6996c4aeca41e76d7aa2184edb9a9ac2299528426e,"154",1975-10-05,2005-02-16,Rüdesheimer Straße,"119 c",,"29465",Schnega,
1,I,0xc87e83adf1ebfc25bcc271b168d1fcd11730d5025c93fa20e377599b90aebef2,"186",2004-02-16,2004-10-01,Rheinallee,"100",,"72131",Ofterdingen,
1,I,0xc258dfaf1be96e64d97458f6e8a63a75afddda5ea5a5767d25eb8fd85a6985e7,"161",2019-09-29,,Brachelener Straße,"178",,"77656",Offenburg,
1,I,0x90da6e8862edeb26bd8fe6c70f55d3cef42cc1af2133b5f1178b4e1387b0a9f0,"98",1995-05-26,2017-02-10,Joseph-Haydn-Straße,"39",,"72666",Neckartailfingen,
1,I,0x67cc94430ba803d77a4b65e77e38d786151c6dddd75ad367c56ac58cc4c97a93,"260",2003-08-20,2004-06-17,Basselweg,"79",,"79353",Bahlingen am Kaiserstuhl,
1,I,0xce1bbd8469c19afb29a6dae7c147d3db83f2927211bdc5e690cefced3e6a7a35,"90",2007-04-13,,Lachenstraße,"197",,"54636",Hütterscheid,
1,I,0x5b118765a88e5e6d1e72a7f5e9a3315cc8d5442b3f8377a5d75304aaf0f6ad53,"22",2011-05-15,2012-05-13,Mönkenstiege,"52",,"54668",Kaschenbach,
1,I,0xa38df8e55da2a083329b881122eb98a1784ada615077a121017b1a9639aabb23,"9",1979-11-12,2008-07-22,Kalfstraße,"144",,"89191",Nellingen,
1,I,0x6b1e04b5cd95a571eb3693a644dc04f3b9f02e7e3162043534d29c06a271aac9,"140",2002-09-12,,Mondring,"68",,"38547",Calberlah,
1,I,0xffb84df061a76613b276e25f858d76a34c630d863d179f464f74b7ba42476d8d,"41",1980-06-19,1981-07-07,Marother Straße,"81",,"55606",Heimweiler,
1,I,0x652df2acf5284867575ddbff9d0e67e9c877737986ae73c4c42ab61c10f1b378,"285",2002-11-02,2012-04-03,Bösenberg,"29",,"21739",Dollern,
1,I,0x49fecd7bea19525d4486231201d7b62352916a7d01ca88016e2b4feaa8131948,"250",2008-10-10,,Nikolaus-Groß-Straße,"28",,"73275",Ohmden,
1,I,0x6804c8dd04122df6c1f2fd2f6b1a4955113f02d588a054f4dea0125daac93c78,"234",1997-10-05,1998-07-08,Zum Steinbruch,"113",,"25727",Krumstedt,
1,I,0x84d3f37e11f4baadffdaa6cb38b7676064af1f87f9595436237e6e38f6e35b6a,"117",2010-08-18,2011-01-24,Laukamp,"172",,"24354",Rieseby,
1,I,0x1a4481299a85194c0f87e3fbcb078a07428b50e7f154abfc49f01d897e06f2bb,"53",2017-07-05,2018-08-04,Judengasse,"198a",,"20259",Hamburg,
1,I,0xaef888c84f443647f10f10d5fed52404e2d274cba2c3aa1f8a96ce029641902e,"297",1991-08-08,,Nürburger Weg,"57",,"25917",Leck,
1,I,0x2887a453725cc7f8974a99b3a6f6add22e955a7e35a8bec9b61f654214fc8711,"147",1991-08-20,,Kinderhauser Straße,"150",,"56593",Niedersteinebach,
1,I,0xdbde08da9acfe1cf4f289846a7531f6dedcd36b609a3944a37dfc1345c40dd29,"84",1994-09-18,1995-11-18,Eichenweg,"63",,"25364",Osterhorn,
1,I,0xea1dfaa5ea1c2e9ec93c5ef0392238cc99f73564970c05cfd30459f3ea5f3c24,"59",1991-03-17,2012-06-24,Freiberger Straße,"197c",,"56567",Neuwied,
1,I,0xd27a40ed2c3d3b70d45cb251ea678f2d46e3ebb235ab7a08b50ee54e3f21c92f,"92",1988-08-09,1995-07-02,Gaterstraße,"79",,"49549",Ladbergen,
1,I,0x964cb692a7cf93b338e75cf060bbfb57ff1a284cf6a3ddba3d4f1f7815fbadb0,"227",2008-05-15,,Bruch,"48",,"24994",Medelby,
1,I,0x4a0198d417705abecce268545414b3c3357098e5810d67bf33c589d816d83af0,"228",2012-12-09,,Am Sundern,"181",,"56348",Dahlheim,
1,I,0x2383371503884133eded972867a5a33f496ca5b3980c7f8e8d63d8e0c8b079e3,"69",2016-10-29,2017-12-14,Kaiser-Heinrich-Straße,"70",,"77787",Nordrach,
1,I,0x39d7a25b7eb2575940e27a0345176c7b9d5d26dd9cf8fce021340996d845ef35,"197",1979-11-26,2015-07-07,Am Südpark,"41",,"54309",Newel,
1,I,0x6adc09310df7de911a858deb315e2761621dff8e25898ab5c723530b7600290d,"84",2016-04-08,,Krayer Straße,"172",,"54673",Krautscheid,
1,I,0x569538e494bd531f108f9e0ce82678b759d9fa723c06c22edcdac053aa207e1f,"35",1994-05-24,1995-06-05,Bitzchen,"108",,"49393",Lohne,
1,I,0x0aceb0f06793c65bc9ffe72fbd13367ec1d113877fea8a7015cc8611d034a1ed,"88",2019-07-22,2021-07-21,Frankenhof,"37",,"65391",Lorch,
1,I,0xdc45fc45300dc61362dd39d37dd98bc67ba1e14976b32fc3997581a23e388979,"129",1999-02-28,1999-08-18,Kälberbitze,"8",,"38312",Achim,
1,I,0xa14c51e2f6abfbb165408dbd8c861771dcae9622d533a5591878dc441882e592,"23",2000-09-04,2006-08-03,Am alten Schulplatz,"62",,"93437",Furth,
